sample_id,field_ID,water_factor,skeleton,fine_earth_kgdm3,fine_earth_g,bulkdensity_gcm3,soil_moisture,class,road_class,urbimpact,profile_info,P_HNO3total_40_gkg,P_HNO3total_105_gkg,P_total_HNO3_gm2,P_HNO3total_105_mgkg,p_total_multiacid_40_mgkg,p_total_multiacid_105_mgkg,p_total_multiacid_105_gkg,p_total_multiacid_gm2,P_total_HNO3_gm2_pred,P_total_HNO3_gm2_filled,exch_Ca_stocks_gm2,exch_ca_105_cmolkg,ECEC_105,pH,SOCf_gkg,SOC_kgm2,C_N,farms,p_available_40_gkg,p_SOM_40_gkg,p_Ca_40_gkg,p_OCC_40_gkg,pavail_status,psom_status,pca_status,pocc_status,pavail_ge_loq,psom_ge_loq,pca_ge_loq,pocc_ge_loq,p_available_40_gkg_q,p_SOM_40_gkg_q,p_Ca_40_gkg_q,p_OCC_40_gkg_q,n_fractions_ge_loq,all4_ge_loq,frac_ge_loq_list,p_available_105_gkg,p_available_105_mgkg,p_available_gm2,p_available_gm2_lod0,p_SOM_105_gkg,p_SOM_105_mgkg,p_SOM_gm2,p_SOM_gm2_lod0,p_Ca_105_gkg,p_Ca_105_mgkg,p_Ca_gm2,p_Ca_gm2_lod0,p_OCC_105_gkg,p_OCC105_mgkg,p_OCC_gm2,p_OCC_gm2_lod0,p_avail_pct_HNO3,p_SOM_pct_HNO3,p_Ca_pct_HNO3,p_OCC_pct_HNO3,p_sum_pct_HNO3,flag_over100,p_EXT_total_gkg,p_EXT_total_gm2,p_EXT_total_gm2_lod0,p_avail_PERCENT_sumtotalP,p_avail_PERCENT_sumtotalP_lod0,p_SOM_PERCENT_sumtotalP,p_SOM_PERCENT_sumtotalP_lod0,p_Ca_PERCENT_sumtotalP,p_Ca_PERCENT_sumtotalP_lod0,p_OCC_PERCENT_sumtotalP,p_OCC_PERCENT_sumtotalP_lod0
308,gyinyase 10a,1.054,23.23,0.95,243.6292433,1.23,5.381438006,Long-duration,High-intensity,Strong,,0.470613591,0.49593937,47.11424015,495.93937,NA,NA,NA,NA,NA,47.11424015,197.3499877,9.798581044,13.18,6.35,45.19,4.31,24.73,gyinyase10,0.064630927,0.028608232,0.088873404,0.076817086,>=LOQ,LOD–LOQ,>=LOQ,>=LOQ,TRUE,FALSE,TRUE,TRUE,0.064630927,NA,0.088873404,0.076817086,3,FALSE,PPa+PCa+POCC,0.068120997,68.12099653,6.47149467,6.47149467,0.030153077,30.15307653,2.86454227,2.86454227,0.093672568,93.67256782,8.898893943,8.898893943,0.080965209,80.96520864,7.691694821,7.691694821,13.73575091,6.079992506,18.88790717,16.32562639,55.02927697,FALSE,0.27291185,25.9266257,25.9266257,24.96080571,24.96080571,11.04865054,11.04865054,34.32337877,34.32337877,29.66716498,29.66716498
309,gyinyase 10b,1.023,11.44,1.12,286.926232,1.27,2.301556014,Long-duration,High-intensity,Strong,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,187.1754089,7.891036225,11.18,6.35,26.83,3.02,21.95,gyinyase10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,FALSE,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
310,gyinyase 10c,1.02,10.85,1.18,300.2347027,1.32,1.966893645,Long-duration,High-intensity,Strong,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,271.5523868,10.94077879,12.79,6.43,32.56,3.83,22.51,gyinyase10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,FALSE,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
311,gyinyase 11a,1.021,0.72,1.44,366.7305939,1.45,2.134920354,Long-duration,High-intensity,Strong,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,81.58460896,2.69101796,4.16,5.22,16.27,2.34,12.33,gyinyase11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,FALSE,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
312,gyinyase 11b,1.01,2.88,1.46,372.6118969,1.5,1.048840117,Long-duration,High-intensity,Strong,,0.260664043,0.263397992,38.45610683,263.397992,NA,NA,NA,NA,NA,38.45610683,61.46294124,1.995318015,3.08,5.07,11.55,1.69,12.87,gyinyase11,0.020125284,0.006524354,0.001704617,0.085353134,>=LOQ,<LOD,<LOD,>=LOQ,TRUE,FALSE,FALSE,TRUE,0.020125284,NA,NA,0.085353134,2,FALSE,PPa+POCC,0.020326537,20.32653684,2.967674379,2.967674379,0.006589598,6.58959754,0.962081241,0,0.001721663,1.72166317,0.251362823,0,0.086206665,86.20666534,12.58617314,12.58617314,7.717043204,2.501764531,0.653635647,32.72867218,43.60111557,FALSE,0.114844463,16.76729158,15.55384752,17.69918752,19.08000175,5.737845234,0,1.499125971,0,75.06384128,80.91999825
313,gyinyase 11c,1.011,1.13,1.52,387.5948798,1.54,1.077186618,Long-duration,High-intensity,Strong,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39.87688094,1.244510749,2.79,4.81,15.25,2.32,17.92,gyinyase11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,FALSE,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
314,gyinyase 12a,1.013,11.75,1.26,321.6890246,1.43,1.287260393,Long-duration,High-intensity,Strong,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,139.0907142,5.230189144,6.15,5.94,14.13,1.78,13.4,gyinyase12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,FALSE,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
315,gyinyase 12b,1.023,7.04,1.3,331.1077376,1.39,2.292988515,Long-duration,High-intensity,Strong,,0.289192997,0.295824159,38.45714067,295.824159,NA,NA,NA,NA,NA,38.45714067,126.6582227,4.627213746,5.81,6.02,12.69,1.65,14.34,gyinyase12,0.014355741,0.010212541,0.000399691,0.132551919,>=LOQ,LOD–LOQ,<LOD,>=LOQ,TRUE,FALSE,FALSE,TRUE,0.014355741,NA,NA,0.132551919,2,FALSE,PPa+POCC,0.014685923,14.68592304,1.909169996,1.909169996,0.010447429,10.44742944,1.358165828,1.358165828,0.000408884,0.408883893,0.053154906,0,0.135600613,135.6006131,17.62807971,17.62807971,4.964409632,3.531634968,0.13821856,45.8382485,54.47251166,FALSE,0.16114285,20.94857044,20.89541553,9.113605157,9.136788846,6.483334181,6.499826843,0.253740017,0,84.14932065,84.36338431
316,gyinyase 12c,1.009,7.09,1.38,351.5881786,1.48,0.922050745,Long-duration,High-intensity,Strong,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,133.0856335,4.578807796,6.02,6.48,9.73,1.34,13.88,gyinyase12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,FALSE,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
317,gyinyase 1a,1.027,27.64,1.03,262.9257664,1.41,2.682975382,Long-duration,Low-intensity,Moderate,,0.239347453,0.245769086,25.31421586,245.769086,NA,NA,NA,NA,NA,25.31421586,71.32996836,3.281666053,5.13,5.43,19.14,1.97,12.34,gyinyase1,0.004555414,0.00469045,0.00316849,0.08287108,LOD–LOQ,<LOD,<LOD,>=LOQ,FALSE,FALSE,FALSE,TRUE,NA,NA,NA,0.08287108,1,FALSE,POCC,0.00467841,4.678410178,0.481876248,0.481876248,0.004817092,4.81709215,0.496160491,0,0.003254039,3.25403923,0.335166041,0,0.085108599,85.10859916,8.766185713,8.766185713,1.903579597,1.96000735,1.324023002,34.62949736,39.81710731,FALSE,0.097858141,10.07938849,9.248061962,4.780808366,5.21056466,4.922525724,0,3.325261655,0,86.97140425,94.78943534
318,gyinyase 1b,1.021,44.08,0.81,206.448378,1.43,2.093318451,Long-duration,Low-intensity,Moderate,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,122.4056992,7.172088926,9.36,6.39,19.22,1.56,10.15,gyinyase1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,FALSE,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
319,gyinyase 1c,1.01,38.28,0.94,240.7043488,1.52,0.982803693,Long-duration,Low-intensity,Moderate,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.80974157,1.548316067,2.91,4.63,14.71,1.39,11.75,gyinyase1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,FALSE,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
320,gyinyase 2a,1.015,3.87,1.31,333.4000674,1.36,1.460687345,Long-duration,Low-intensity,Moderate,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,112.8225739,4.093415424,5.5,5.55,16.45,2.15,10.48,gyinyase2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,FALSE,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
321,gyinyase 2b,1.098,3.68,1.29,328.1997963,1.33,9.774595843,Long-duration,Low-intensity,Moderate,,0.185537832,0.203673405,26.27386925,203.673405,NA,NA,NA,NA,NA,26.27386925,47.36420218,1.745691192,2.46,5.04,8.79,1.13,10.84,gyinyase2,0.008731327,0.011527174,0.000469476,0.07290009,LOD–LOQ,LOD–LOQ,<LOD,>=LOQ,FALSE,FALSE,FALSE,TRUE,NA,NA,NA,0.07290009,1,FALSE,POCC,0.009586996,9.586996497,1.236722548,1.236722548,0.012656837,12.65683705,1.63273198,1.63273198,0.000515485,0.515484648,0.06649752,0,0.080044299,80.04429882,10.32571455,10.32571455,4.707043856,6.214280677,0.253093745,39.30031946,50.47473774,FALSE,0.102803617,13.2616666,13.19516908,9.32554396,9.372540367,12.31166511,12.37371018,0.501426567,0,77.86136436,78.25374945
322,gyinyase 2c,1.006,1.98,1.43,364.6367741,1.46,0.57954272,Long-duration,Low-intensity,Moderate,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49.24836396,1.633754676,2.63,5.13,9.19,1.31,10.6,gyinyase2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,FALSE,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
323,gyinyase 3a,1.008,34.26,1.03,263.8047196,1.57,0.847323877,Long-duration,Low-intensity,Moderate,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,117.4866503,5.387179699,7.15,6.38,14.07,1.45,9.93,gyinyase3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,FALSE,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
324,gyinyase 3b,1.009,22.89,1.1,279.8445332,1.42,0.859572559,Long-duration,Low-intensity,Moderate,,0.339042283,0.341956598,37.61522578,341.956598,NA,NA,NA,NA,NA,37.61522578,81.64587579,3.529172824,4.59,5.69,13.28,1.46,10.12,gyinyase3,0.029879109,0.024545797,0.000466757,0.142801883,>=LOQ,LOD–LOQ,<LOD,>=LOQ,TRUE,FALSE,FALSE,TRUE,0.029879109,NA,NA,0.142801883,2,FALSE,PPa+POCC,0.030148021,30.14802098,3.316282308,3.316282308,0.024766709,24.76670867,2.724337954,2.724337954,0.000470958,0.470957813,0.051805359,0,0.1440871,144.0870999,15.84958099,15.84958099,8.816329662,7.242646819,0.137724441,42.13607832,58.33277924,FALSE,0.199472787,21.94200662,21.89020126,15.11385155,15.14962,12.41608391,12.44546782,0.236101284,0,72.23396325,72.40491218
325,gyinyase 3c,1.008,21.5,1.06,271.6166957,1.35,0.825908119,Long-duration,Low-intensity,Moderate,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,76.78312355,3.419517381,5.26,6.1,13.83,1.47,10.84,gyinyase3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,FALSE,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
326,gyinyase 4a,1.01,5.04,1.45,369.5786377,1.52,0.952804618,Long-duration,High-intensity,Strong,,0.212160585,0.214182061,31.05639885,214.182061,NA,NA,NA,NA,NA,31.05639885,188.09932,6.156528113,7.37,7.31,11.48,1.66,11.4,gyinyase4,0.015749941,0.013134439,0.027326638,0.093541607,>=LOQ,LOD–LOQ,>=LOQ,>=LOQ,TRUE,FALSE,TRUE,TRUE,0.015749941,NA,0.027326638,0.093541607,3,FALSE,PPa+PCa+POCC,0.01590744,15.90743991,2.306578786,2.306578786,0.013265783,13.26578339,1.923538592,1.923538592,0.027599904,27.59990438,4.001986135,4.001986135,0.094477023,94.47702307,13.69916835,13.69916835,7.427064541,6.193694901,12.88618862,44.11061441,70.61756248,FALSE,0.151250151,21.93127186,21.93127186,10.51730516,10.51730516,8.770757136,8.770757136,18.24785248,18.24785248,62.46408523,62.46408523
327,gyinyase 4b,1.027,9.14,1.43,364.0940428,1.57,2.665783018,Long-duration,High-intensity,Strong,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,175.9313769,5.845009618,7.08,7.76,9.91,1.41,12.97,gyinyase4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,FALSE,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
328,gyinyase 4c,1.016,2.48,1.52,386.8619038,1.55,1.638335583,Long-duration,High-intensity,Strong,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,282.0424605,8.818892155,9.83,7.76,11.13,1.69,11.46,gyinyase4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,FALSE,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
329,gyinyase 5a,1.007,15.56,1.21,307.6349839,1.43,0.651751644,Long-duration,High-intensity,Strong,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,151.0572493,5.939656808,7.36,7.86,7.78,0.94,12.62,gyinyase5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,FALSE,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
330,gyinyase 5b,1.01,4.95,1.36,348.0379211,1.43,0.968882603,Long-duration,High-intensity,Strong,,0.25318438,0.255637439,34.7666917,255.637439,NA,NA,NA,NA,NA,34.7666917,167.1210486,5.808447761,7.71,7.17,12.69,1.73,10.91,gyinyase5,0.018141807,0.013011568,0.020064633,0.091485572,>=LOQ,LOD–LOQ,>=LOQ,>=LOQ,TRUE,FALSE,TRUE,TRUE,0.018141807,NA,0.020064633,0.091485572,3,FALSE,PPa+PCa+POCC,0.018323225,18.32322507,2.49195861,2.49195861,0.013141684,13.14168368,1.78726898,1.78726898,0.020265279,20.26527933,2.756077989,2.756077989,0.092400428,92.40042772,12.56645817,12.56645817,7.167661021,5.140750796,7.927351881,36.14510773,56.38087143,FALSE,0.144130616,19.60176375,19.60176375,12.71293054,12.71293054,9.117898794,9.117898794,14.06035714,14.06035714,64.10881353,64.10881353
331,gyinyase 5c,1.018,8.6,1.32,337.6680934,1.45,1.836687171,Long-duration,High-intensity,Strong,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,126.5290453,4.532686758,5.77,6.37,10.5,1.39,12.56,gyinyase5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,FALSE,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
332,gyinyase 6a,1.003,3.36,1.38,351.3429042,1.42,0.335027616,Long-duration,High-intensity,Strong,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,77.84033923,2.67996446,3.48,8.06,3.65,0.5,18.76,gyinyase6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,FALSE,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
333,gyinyase 6b,1.056,28.82,0.98,248.973113,1.35,5.645945814,Long-duration,High-intensity,Strong,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,251.2445638,12.20674089,15.78,8.01,14.89,1.45,9.91,gyinyase6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,FALSE,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
334,gyinyase 6c,1.008,9.18,1.16,294.7988505,1.27,0.814504352,Long-duration,High-intensity,Strong,,0.343348193,0.346144779,40.15279436,346.144779,NA,NA,NA,NA,NA,40.15279436,249.3874556,10.23303172,13.88,8.31,13.63,1.57,18.32,gyinyase6,0.025966528,0.013888149,0.168835504,0.056193734,>=LOQ,LOD–LOQ,>=LOQ,>=LOQ,TRUE,FALSE,TRUE,TRUE,0.025966528,NA,0.168835504,0.056193734,3,FALSE,PPa+PCa+POCC,0.02617426,26.17426022,3.036214186,3.036214186,0.013999254,13.99925419,1.623913486,1.623913486,0.170186188,170.186188,19.74159781,19.74159781,0.056643284,56.64328387,6.570620929,6.570620929,7.561651023,4.044334926,49.16618662,16.36404398,77.13621655,FALSE,0.267002986,30.97234641,30.97234641,9.802984073,9.802984073,5.243107721,5.243107721,63.73943242,63.73943242,21.21447578,21.21447578
335,gyinyase 7a,1.016,9.26,1.26,320.2585103,1.38,1.589806219,Long-duration,High-intensity,Strong,,0.340705342,0.346121896,43.6113589,346.121896,NA,NA,NA,NA,NA,43.6113589,235.067417,8.878656571,11.19,7.62,14.57,1.83,11.42,gyinyase7,0.032451181,0.020070307,0.039053206,0.091530076,>=LOQ,LOD–LOQ,>=LOQ,>=LOQ,TRUE,FALSE,TRUE,TRUE,0.032451181,NA,0.039053206,0.091530076,3,FALSE,PPa+PCa+POCC,0.0329704,32.9703999,4.154270387,4.154270387,0.020391432,20.39143191,2.569320421,2.569320421,0.039678057,39.6780573,4.999435219,4.999435219,0.092994557,92.99455722,11.71731421,11.71731421,9.525661415,5.891401887,11.46360798,26.8675742,53.74824548,FALSE,0.186034446,23.44034024,23.44034024,17.72273928,17.72273928,10.96110549,10.96110549,21.32833896,21.32833896,49.98781626,49.98781626
336,gyinyase 7b,1.014,30.22,0.98,251.2136914,1.4,1.423612124,Long-duration,High-intensity,Strong,,NA,NA,NA,NA,159,161.226,0.161226,15.800148,15.08766961,15.08766961,30.29168323,1.458597964,2.19,5.67,9.5,0.93,12.29,gyinyase7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,FALSE,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
337,gyinyase 7c,1.008,28.75,1.12,285.5980867,1.57,0.760478923,Long-duration,High-intensity,Strong,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,95.30687985,4.036681273,4.58,6.16,6.44,0.72,16.64,gyinyase7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,FALSE,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
338,gyinyase 8a,1.003,5.57,1.5,382.4463842,1.59,0.301641188,Long-duration,High-intensity,Strong,,0.18539747,0.185956705,27.89350575,185.956705,NA,NA,NA,NA,NA,27.89350575,294.4780151,9.314034014,9.73,8.06,2.91,0.44,31.92,gyinyase8,0.018934559,0.009614016,0.096509467,0.030533263,>=LOQ,LOD–LOQ,>=LOQ,LOD–LOQ,TRUE,FALSE,TRUE,FALSE,0.018934559,NA,0.096509467,NA,2,FALSE,PPa+PCa,0.018991363,18.99136268,2.848704402,2.848704402,0.009642858,9.642858048,1.446428707,1.446428707,0.096798995,96.7989954,14.51984931,14.51984931,0.030624863,30.62486279,4.593729418,4.593729418,10.21278726,5.185539316,52.05458733,16.46881342,83.92172733,FALSE,0.156058079,23.40871184,23.40871184,12.16941975,12.16941975,6.179018808,6.179018808,62.02754518,62.02754518,19.62401626,19.62401626
339,gyinyase 8b,1.007,8.53,1.38,352.146324,1.51,0.696777405,Long-duration,High-intensity,Strong,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,464.9040172,15.96965895,17.02,8.16,7.36,1.02,12.79,gyinyase8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,FALSE,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
340,gyinyase 8c,1.013,7.43,1.42,361.2419476,1.53,1.289455021,Long-duration,High-intensity,Strong,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,127.6941596,4.275908085,5.31,7.01,6.8,0.96,15.33,gyinyase8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,FALSE,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
341,gyinyase 9a,1.01,12.2,1.35,344.1890528,1.53,1.005536684,Long-duration,High-intensity,Strong,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,311.675151,10.95369457,11.77,7.49,10.18,1.37,10.86,gyinyase9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,FALSE,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
342,gyinyase 9b,1.007,8.56,1.47,374.6381283,1.6,0.72653355,Long-duration,High-intensity,Strong,,NA,NA,NA,NA,234,235.638,0.235638,34.638786,33.07681415,33.07681415,189.1318216,6.106721752,7.06,7.4,8.39,1.23,12.11,gyinyase9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,FALSE,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
343,gyinyase 9c,1.01,31.94,1.07,272.5272528,1.56,1.00274271,Long-duration,High-intensity,Strong,,0.930432562,0.939762406,100.5545774,939.762406,NA,NA,NA,NA,NA,100.5545774,218.9464387,9.71814666,11.46,7.59,17.01,1.82,15.01,gyinyase9,0.085419936,0.022351456,0.513905382,0.100400861,>=LOQ,LOD–LOQ,>=LOQ,>=LOQ,TRUE,FALSE,TRUE,TRUE,0.085419936,NA,0.513905382,0.100400861,3,FALSE,PPa+PCa+POCC,0.086274135,86.27413536,9.231332484,9.231332484,0.022574971,22.57497056,2.41552185,2.41552185,0.519044436,519.0444358,55.53775463,55.53775463,0.10140487,101.4048696,10.85032105,10.85032105,9.180419945,2.402199792,55.23145345,10.79047948,77.60455267,FALSE,0.729298411,78.03493001,78.03493001,11.82974404,11.82974404,3.095436684,3.095436684,71.17037796,71.17037796,13.90444131,13.90444131
344,jachie 1a,1.01,32.88,0.97,247.5054383,1.44,1.020002521,Short-duration,Low-intensity,Weak,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,73.75827168,3.604802599,5.63,6.45,9.62,0.93,11.27,jachie1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,FALSE,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
345,jachie 1b,1.028,6.29,1.19,303.4227732,1.27,2.800457841,Short-duration,Low-intensity,Weak,,0.243195074,0.250005649,29.75067223,250.005649,NA,NA,NA,NA,NA,29.75067223,171.31838,6.829851917,9.81,6.54,22.2,2.64,8.96,jachie1,0.005612733,0.019652693,0.034471927,0.035197823,LOD–LOQ,LOD–LOQ,>=LOQ,LOD–LOQ,FALSE,FALSE,TRUE,FALSE,NA,NA,0.034471927,NA,1,FALSE,PCa,0.00576989,5.769889524,0.686616853,0.686616853,0.020202968,20.2029684,2.40415324,2.40415324,0.035437141,35.43714096,4.217019774,4.217019774,0.036183362,36.18336204,4.305820083,4.305820083,2.30790366,8.081004763,14.17453609,14.47301779,39.0364623,FALSE,0.097593361,11.61360995,11.61360995,5.912174219,5.912174219,20.70117087,20.70117087,36.31101606,36.31101606,37.07563885,37.07563885
346,jachie 1c,1.014,16.89,1.03,263.0728831,1.24,1.359743676,Short-duration,Low-intensity,Weak,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,104.1768706,4.790167774,7.14,6.61,16.29,1.68,9.85,jachie1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,FALSE,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
