sample_id,field_ID,water_factor,skeleton,fine_earth_kgdm3,fine_earth_g,bulkdensity_gcm3,soil_moisture,class,road_class,urbimpact,profile_info,P_HNO3total_40_gkg,P_HNO3total_105_gkg,P_total_HNO3_gm2,P_HNO3total_105_mgkg,p_total_multiacid_40_mgkg,p_total_multiacid_105_mgkg,p_total_multiacid_105_gkg,p_total_multiacid_gm2,P_total_HNO3_gm2_pred,P_total_HNO3_gm2_filled,exch_Ca_stocks_gm2,exch_ca_105_cmolkg,ECEC_105,pH,SOCf_gkg,SOC_kgm2,C_N,farms,p_available_40_gkg,p_SOM_40_gkg,p_Ca_40_gkg,p_OCC_40_gkg,pavail_status,psom_status,pca_status,pocc_status,pavail_ge_loq,psom_ge_loq,pca_ge_loq,pocc_ge_loq,p_available_40_gkg_q,p_SOM_40_gkg_q,p_Ca_40_gkg_q,p_OCC_40_gkg_q,n_fractions_ge_loq,all4_ge_loq,frac_ge_loq_list,p_available_105_gkg,p_available_105_mgkg,p_available_gm2,p_available_gm2_lod0,p_SOM_105_gkg,p_SOM_105_mgkg,p_SOM_gm2,p_SOM_gm2_lod0,p_Ca_105_gkg,p_Ca_105_mgkg,p_Ca_gm2,p_Ca_gm2_lod0,p_OCC_105_gkg,p_OCC105_mgkg,p_OCC_gm2,p_OCC_gm2_lod0,p_avail_pct_HNO3,p_SOM_pct_HNO3,p_Ca_pct_HNO3,p_OCC_pct_HNO3,p_sum_pct_HNO3,flag_over100,p_EXT_total_gkg,p_EXT_total_gm2,p_EXT_total_gm2_lod0,p_avail_PERCENT_sumtotalP,p_avail_PERCENT_sumtotalP_lod0,p_SOM_PERCENT_sumtotalP,p_SOM_PERCENT_sumtotalP_lod0,p_Ca_PERCENT_sumtotalP,p_Ca_PERCENT_sumtotalP_lod0,p_OCC_PERCENT_sumtotalP,p_OCC_PERCENT_sumtotalP_lod0
146,ayeduase 1b,1.01,13.69,1.19,303.2508959,1.38,0.956008421,Long-duration,Low-intensity,Moderate,,0.201339856,0.203264682,24.18849716,203.264682,NA,NA,NA,NA,NA,24.18849716,142.8510037,5.698187102,7.36,6.22,16.8,2,11.68,ayeduase1,0.012268494,0.019762661,0.004496063,0.076514426,>=LOQ,LOD–LOQ,LOD–LOQ,>=LOQ,TRUE,FALSE,FALSE,TRUE,0.012268494,NA,NA,0.076514426,2,FALSE,PPa+POCC,0.012391179,12.39117894,1.474550294,1.474550294,0.019960288,19.96028761,2.375274226,2.375274226,0.004541024,4.54102363,0.540381812,0.540381812,0.07727957,77.27957026,9.196268861,9.196268861,6.096080646,9.819850361,2.234044589,38.01918243,56.16915802,FALSE,0.11417206,13.58647519,13.58647519,10.85307464,10.85307464,17.48263764,17.48263764,3.977351037,3.977351037,67.68693668,67.68693668
147,ayeduase 1c,1.011,28.22,1.05,267.8671861,1.46,1.083676549,Long-duration,Low-intensity,Moderate,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,83.05285162,3.750511787,5.65,5.89,15.54,1.63,11.56,ayeduase1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,FALSE,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
148,ayeduase 2a,1.006,14.7,1.3,331.0720906,1.52,0.618569024,Long-duration,High-intensity,Strong,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,102.060531,3.728986009,4.6,6.36,8.05,1.04,11.91,ayeduase2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,FALSE,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
149,ayeduase 2b,1.012,11.26,1.25,320.2273646,1.41,1.153129245,Long-duration,High-intensity,Strong,,0.263935272,0.266978787,33.37234838,266.978787,NA,NA,NA,NA,NA,33.37234838,221.5404294,8.368546886,9.92,7.07,15.34,1.92,11.92,ayeduase2,0.010941224,0.014233566,0.028439018,0.10737338,LOD–LOQ,LOD–LOQ,>=LOQ,>=LOQ,FALSE,FALSE,TRUE,TRUE,NA,NA,0.028439018,0.10737338,2,FALSE,PCa+POCC,0.011072519,11.07251869,1.384064836,1.384064836,0.014404369,14.40436879,1.800546099,1.800546099,0.028780286,28.78028622,3.597535777,3.597535777,0.108661861,108.6618606,13.58273257,13.58273257,4.147340248,5.395323334,10.77998988,40.70055969,61.02321315,FALSE,0.162919034,20.36487928,20.36487928,6.79633214,6.79633214,8.841427804,8.841427804,17.66539211,17.66539211,66.69684795,66.69684795
150,ayeduase 2c,1.017,13.25,1.21,309.2757403,1.39,1.679491469,Long-duration,High-intensity,Strong,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,404.8504087,15.83449541,17.96,7.6,18.82,2.28,12.84,ayeduase2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,FALSE,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
151,ayeduase 3a,1.025,33.41,0.86,219.6626425,1.28,2.539056003,Long-duration,High-intensity,Strong,,0.41781222,0.428420706,36.84418072,428.420706,NA,NA,NA,NA,NA,36.84418072,130.0717055,7.162788584,9.96,6.11,23.19,2,12.23,ayeduase3,0.017747055,0.00977188,0.020100667,0.162733114,>=LOQ,LOD–LOQ,>=LOQ,>=LOQ,TRUE,FALSE,TRUE,TRUE,0.017747055,NA,0.020100667,0.162733114,3,FALSE,PPa+PCa+POCC,0.018190731,18.19073138,1.564402898,1.564402898,0.010016177,10.016177,0.861391222,0.861391222,0.020603184,20.60318368,1.771873796,1.771873796,0.166801442,166.8014419,14.344924,14.344924,4.245997245,2.337930184,4.809100818,38.93402898,50.32705723,FALSE,0.215611534,18.54259192,18.54259192,8.436808109,8.436808109,4.645473653,4.645473653,9.555696443,9.555696443,77.3620218,77.3620218
152,ayeduase 3b,1.025,29.44,0.97,246.459829,1.36,2.462945373,Long-duration,High-intensity,Strong,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,177.9719196,8.73495845,11.09,6.9,15.67,1.51,10.52,ayeduase3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,FALSE,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
153,ayeduase 3c,1.019,45.92,0.72,182.9185308,1.31,1.892355657,Long-duration,High-intensity,Strong,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,104.0615419,6.881578268,9.67,6.74,16.3,1.17,11.22,ayeduase3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,FALSE,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
154,baworo 1a,1.007,5.28,1.3,331.5919104,1.37,0.705110579,Short-duration,Low-intensity,Weak,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,98.97111801,3.610439327,5.02,6.17,12.39,1.61,12.6,baworo1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,FALSE,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
155,baworo 1b,1.011,2.78,1.22,311.7100152,1.26,1.052255197,Short-duration,Low-intensity,Weak,,0.122902803,0.124196054,15.15191859,124.196054,NA,NA,NA,NA,NA,15.15191859,107.4107174,4.168236599,6.05,5.89,15.9,1.94,14.03,baworo1,0.00844389,0.005479479,0.00328325,0.057729254,LOD–LOQ,<LOD,LOD–LOQ,>=LOQ,FALSE,FALSE,FALSE,TRUE,NA,NA,NA,0.057729254,1,FALSE,POCC,0.008536773,8.53677279,1.04148628,1.04148628,0.005539753,5.539753269,0.675849899,0,0.003319366,3.31936575,0.404962622,0.404962622,0.058364276,58.36427579,7.120441647,7.120441647,6.873626428,4.460490564,2.672682137,46.99366358,61.00046271,FALSE,0.075760168,9.242740448,8.566890549,11.26815457,12.15710968,7.312224147,0,4.381412892,4.727066597,77.03820839,83.11582372
156,baworo 1c,1.028,1.47,1.25,319.6160529,1.27,2.832757299,Short-duration,Low-intensity,Weak,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,179.1900873,6.7817363,9.54,6.11,21.97,2.75,10,baworo1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,FALSE,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
157,baworo 2a,1.007,8.52,1.25,317.7430449,1.36,0.694572262,Short-duration,Low-intensity,Weak,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,73.87387211,2.812356111,4.25,5.68,13.61,1.7,12.37,baworo2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,FALSE,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
158,baworo 2b,1.007,7.69,1.36,348.1981367,1.48,0.732876777,Short-duration,Low-intensity,Weak,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,106.7605448,3.708854877,5.08,6.52,10.64,1.45,12.38,baworo2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,FALSE,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
159,baworo 2c,1.01,6.58,1.27,324.2390701,1.36,0.977960456,Short-duration,Low-intensity,Weak,,0.136468633,0.137803243,17.50101186,137.803243,NA,NA,NA,NA,NA,17.50101186,90.75282889,3.385714457,5.16,6.06,16.04,2.04,10.88,baworo2,0.01238539,0.007141813,0.002210415,0.060193198,>=LOQ,<LOD,<LOD,>=LOQ,TRUE,FALSE,FALSE,TRUE,0.01238539,NA,NA,0.060193198,2,FALSE,PPa+POCC,0.012509244,12.5092439,1.588673975,1.588673975,0.007213231,7.21323113,0.916080354,0,0.002232519,2.23251915,0.283529932,0,0.06079513,60.79512998,7.720981507,7.720981507,9.077612128,5.234442218,1.620077366,44.11734344,60.04947515,FALSE,0.082750124,10.50926577,9.309655483,15.11688838,17.06479878,8.716882546,0,2.69790429,0,73.46832479,82.93520122
160,baworo 3a,1.011,2.5,1.3,332.1148491,1.33,1.088524318,Short-duration,Low-intensity,Weak,,0.148905579,0.150526452,19.56843876,150.526452,NA,NA,NA,NA,NA,19.56843876,116.9944958,4.261207064,6.06,6.34,12,1.56,11.2,baworo3,0.00997247,0.00737765,NA,0.060551675,LOD–LOQ,<LOD,NA,>=LOQ,FALSE,FALSE,FALSE,TRUE,NA,NA,NA,0.060551675,1,FALSE,POCC,0.010082167,10.08216717,1.310681732,1.310681732,0.007458804,7.45880415,0.96964454,0,NA,NA,NA,NA,0.061217743,61.21774343,7.958306645,7.958306645,6.697937164,4.955145126,NA,40.66909345,52.32217574,FALSE,0.078758715,10.23863292,9.268988377,12.80133532,14.14050465,9.470449301,0,NA,NA,77.72821538,85.85949535
161,baworo 3b,1.011,1.41,1.24,315.4020462,1.25,1.13441045,Short-duration,Low-intensity,Weak,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,148.8518786,5.708806399,7.7,6.43,18.04,2.23,10.47,baworo3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,FALSE,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
162,baworo 3c,1.011,7.45,1.26,320.3724442,1.36,1.057380516,Short-duration,Low-intensity,Weak,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,156.9383627,5.92556088,7.53,7.47,10.62,1.33,11.65,baworo3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,FALSE,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
163,boadi 1a,1.011,25.38,0.96,244.2360241,1.28,1.119399125,Long-duration,High-intensity,Strong,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,65.46387589,3.242257437,5.12,5.82,15.42,1.48,14.15,boadi1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,FALSE,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
164,boadi 1b,1.007,21.32,0.97,247.3558848,1.23,0.684889809,Long-duration,High-intensity,Strong,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43.4753154,2.126062347,3.76,5.97,12.59,1.22,12.84,boadi1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,FALSE,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
165,boadi 1c,1.008,22.47,1.11,283.4377961,1.43,0.801658757,Long-duration,High-intensity,Strong,,0.174185468,0.175581841,19.48958435,175.581841,NA,NA,NA,NA,NA,19.48958435,71.60945905,3.056104021,4.55,6.48,11.55,1.28,13.42,boadi1,0.00650889,0.006821379,0.000282953,0.088122257,LOD–LOQ,<LOD,<LOD,>=LOQ,FALSE,FALSE,FALSE,TRUE,NA,NA,NA,0.088122257,1,FALSE,POCC,0.006560961,6.56096112,0.728266684,0.728266684,0.00687595,6.875950032,0.763230454,0,0.000285217,0.285216624,0.031659045,0,0.088827235,88.82723506,9.859823091,9.859823091,3.736696849,3.916094052,0.162440844,50.59021739,58.40544913,FALSE,0.102549363,11.38297927,10.58808978,6.397856543,6.87816877,6.705014875,0,0.278126179,0,86.6190024,93.12183123
166,boadi 2a,1.01,13.84,1.22,310.7861517,1.41,0.9729675,Long-duration,High-intensity,Strong,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,90.20297998,3.510869833,5.04,5.65,15.66,1.91,10.9,boadi2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,FALSE,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
167,boadi 2b,1.014,10.34,1.19,303.35956,1.32,1.440679817,Long-duration,High-intensity,Strong,,0.277772265,0.281774074,33.53111481,281.774074,NA,NA,NA,NA,NA,33.53111481,124.5873821,4.967888915,7.01,6.02,17.6,2.09,10.32,boadi2,0.013309831,0.014765795,0.000425273,0.115292475,>=LOQ,LOD–LOQ,<LOD,>=LOQ,TRUE,FALSE,FALSE,TRUE,0.013309831,NA,NA,0.115292475,2,FALSE,PPa+POCC,0.013496169,13.49616863,1.606044067,1.606044067,0.014972516,14.97251613,1.781729419,1.781729419,0.000431227,0.431226822,0.051315992,0,0.11690657,116.9065697,13.91188179,13.91188179,4.789712709,5.313659954,0.153039922,41.48946991,51.7458825,FALSE,0.145806481,17.35097127,17.29965528,9.25621997,9.283676709,10.26875898,10.29921921,0.295752849,0,80.1792682,80.41710408
168,boadi 2c,1.02,14.49,0.93,237.2239384,1.08,2.004882667,Long-duration,High-intensity,Strong,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,152.5121665,7.776809853,10.27,6.49,24.91,2.32,10.81,boadi2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,FALSE,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
169,boadi 3a,1.009,14.42,1.3,332.074124,1.52,0.887113983,Long-duration,Low-intensity,Moderate,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,388.8621309,14.16498496,15.14,7.82,9.92,1.29,10.14,boadi3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,FALSE,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
170,boadi 3b,1.006,1.43,1.51,385.9187805,1.53,0.560019254,Long-duration,Low-intensity,Moderate,,0.153993336,0.154855728,23.38321493,154.855728,NA,NA,NA,NA,NA,23.38321493,57.49475938,1.802137188,2.46,5.56,9.46,1.43,12.9,boadi3,0.014815169,0.019148557,0.001477187,0.041166728,>=LOQ,LOD–LOQ,<LOD,>=LOQ,TRUE,FALSE,FALSE,TRUE,0.014815169,NA,NA,0.041166728,2,FALSE,PPa+POCC,0.01490406,14.90406001,2.250513062,2.250513062,0.019263448,19.26344834,2.9087807,2.9087807,0.00148605,1.486050122,0.224393568,0,0.041413728,41.41372837,6.253472984,6.253472984,9.624480932,12.43960982,0.95963523,26.74342687,49.76715285,FALSE,0.077067287,11.63716031,11.41276675,19.33902259,19.71925925,24.99562283,25.48707745,1.928250212,0,53.73710437,54.7936633
171,boadi 3c,1.006,8.34,1.48,376.5497678,1.61,0.600247928,Long-duration,Low-intensity,Moderate,,NA,NA,NA,NA,1036,1042.216,1.042216,154.247968,147.2924418,147.2924418,129.1876395,4.150057179,4.58,7.08,7.2,1.06,14.21,boadi3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,FALSE,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
172,bokro 1a,1.02,2.58,1.29,329.8079177,1.33,2.041213064,Long-duration,Low-intensity,Moderate,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,271.9724762,9.975148726,13.97,7.12,20.73,2.68,13.35,bokro1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,FALSE,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
173,bokro 1b,1.032,1.42,1.53,389.9872068,1.55,3.180307718,Long-duration,Low-intensity,Moderate,,0.536829103,0.55390192,84.74699376,553.90192,NA,NA,NA,NA,NA,84.74699376,139.9163281,4.339838222,5.85,5.63,12.02,1.84,12.25,bokro1,0.069987193,0.035752467,0.019262144,0.101754516,>=LOQ,>=LOQ,>=LOQ,>=LOQ,TRUE,TRUE,TRUE,TRUE,0.069987193,0.035752467,0.019262144,0.101754516,4,TRUE,PPa+PSOM+PCa+POCC,0.072226783,72.22678318,11.05069783,11.05069783,0.036896546,36.89654594,5.645171529,5.645171529,0.019878533,19.87853261,3.041415489,3.041415489,0.105010661,105.0106605,16.06663106,16.06663106,13.03963402,6.661205642,3.588818145,18.95834925,42.24800706,FALSE,0.234012522,35.8039159,35.8039159,30.86449498,30.86449498,15.76691093,15.76691093,8.494644824,8.494644824,44.87394927,44.87394927
174,bokro 1c,1.033,1.22,1.5,382.3844256,1.52,3.327953107,Long-duration,Low-intensity,Moderate,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,274.6483171,8.688248792,10.15,5.94,18.19,2.73,15.99,bokro1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,FALSE,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
175,bokro 2a,1.036,13.2,1.14,291.9473762,1.31,3.638540593,Long-duration,Low-intensity,Moderate,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,713.2204125,29.55117062,32.08,8.11,14.6,1.67,11.22,bokro2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,FALSE,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
176,bokro 2b,1.014,3.8,1.21,309.4602003,1.26,1.370063,Long-duration,Low-intensity,Moderate,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,267.6114231,10.46056993,12.68,7.52,15.56,1.89,10.48,bokro2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,FALSE,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
177,bokro 2c,1.035,10.88,1.26,322.1534607,1.41,3.512779066,Long-duration,Low-intensity,Moderate,,0.507392502,0.525216079,66.17722595,525.216079,NA,NA,NA,NA,NA,66.17722595,413.0653714,15.50998897,17.26,7.86,16.44,2.08,11.4,bokro2,0.030899527,0.023146287,0.103451601,0.142671958,>=LOQ,LOD–LOQ,>=LOQ,>=LOQ,TRUE,FALSE,TRUE,TRUE,0.030899527,NA,0.103451601,0.142671958,3,FALSE,PPa+PCa+POCC,0.03198101,31.98101045,4.029607316,4.029607316,0.023956407,23.95640705,3.018507288,3.018507288,0.107072407,107.072407,13.49112329,13.49112329,0.147665477,147.6654765,18.60585004,18.60585004,6.089114885,4.561247837,20.3863536,28.11518581,59.15190214,FALSE,0.310675301,39.14508793,39.14508793,10.29403056,10.29403056,7.711075507,7.711075507,34.4644092,34.4644092,47.53048473,47.53048473
178,bokro 3a,1.024,0.77,1.63,415.0485039,1.64,2.419354839,Long-duration,Low-intensity,Moderate,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,163.0038152,4.750665129,5.55,6.88,7.59,1.24,14.29,bokro3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,FALSE,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
179,bokro 3b,1.012,3.48,1.43,365.6564327,1.48,1.204290955,Long-duration,Low-intensity,Moderate,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,204.472199,6.764201734,8.36,7.89,7.33,1.05,10.62,bokro3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,FALSE,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
180,bokro 3c,1.016,4.71,1.45,370.401657,1.52,1.624815362,Long-duration,Low-intensity,Moderate,,0.337829552,0.343318658,49.78120541,343.318658,NA,NA,NA,NA,NA,49.78120541,180.5948823,5.897772554,7.07,7.02,9.75,1.42,12.66,bokro3,0.026913117,0.007050086,0.012834665,0.129042447,>=LOQ,<LOD,>=LOQ,>=LOQ,TRUE,FALSE,TRUE,TRUE,0.026913117,NA,0.012834665,0.129042447,3,FALSE,PPa+PCa+POCC,0.027343727,27.34372687,3.964840396,3.964840396,0.007162887,7.162887376,1.03861867,0,0.01304002,13.04001964,1.890802848,1.890802848,0.131107126,131.1071262,19.01053329,19.01053329,7.964532726,2.086367056,3.798226323,38.1881739,52.03730001,FALSE,0.17865376,25.90479521,24.86617654,15.30543038,15.94471265,4.009368386,0,7.299045728,7.603914679,73.3861555,76.45137267
181,bosore 1a,1.034,1.55,1.55,396.0704515,1.58,3.362924045,Short-duration,Low-intensity,Weak,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,115.8627145,3.538561577,5.25,5.42,11.9,1.85,11.69,bosore1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,FALSE,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
182,bosore 1b,1.006,4.13,1.44,366.8004242,1.5,0.602391821,Short-duration,Low-intensity,Weak,,0.135565823,0.136382461,19.63907438,136.382461,NA,NA,NA,NA,NA,19.63907438,107.213379,3.535693876,4.38,6.7,8.31,1.19,12.38,bosore1,0.021250283,0.008942133,0.000212848,0.036884567,>=LOQ,<LOD,<LOD,>=LOQ,TRUE,FALSE,FALSE,TRUE,0.021250283,NA,NA,0.036884567,2,FALSE,PPa+POCC,0.021377785,21.3777847,3.078400997,3.078400997,0.008995786,8.995785798,1.295393155,0,0.000214125,0.214125088,0.030834013,0,0.037105874,37.1058744,5.343245914,5.343245914,15.67487824,6.595999025,0.157003391,27.20721868,49.63509933,FALSE,0.06769357,9.747874078,8.42164691,31.58022941,36.55343224,13.28898121,0,0.316315254,0,54.81447412,63.44656776
183,bosore 1c,1.008,11.09,1.37,348.862302,1.54,0.764685075,Short-duration,Low-intensity,Weak,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,420.5019054,14.58039963,15.75,8,7.93,1.08,11.31,bosore1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,FALSE,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
184,bosore 2a,1.01,3.28,1.39,355.8521728,1.44,1.047577477,Short-duration,Low-intensity,Weak,,0.151889023,0.153480178,21.33374474,153.480178,150,151.5,0.1515,21.0585,20.10890597,21.33374474,85.34747241,2.901192484,4.25,6.02,12.78,1.78,12.18,bosore2,0.006315898,0.004600164,0.000920511,0.048807406,LOD–LOQ,<LOD,<LOD,>=LOQ,FALSE,FALSE,FALSE,TRUE,NA,NA,NA,0.048807406,1,FALSE,POCC,0.006379057,6.37905698,0.88668892,0.88668892,0.004646166,4.64616564,0.645817024,0,0.000929716,0.92971611,0.129230539,0,0.04929548,49.29548006,6.852071728,6.852071728,4.156274161,3.027208921,0.605756471,32.11846683,39.90770638,FALSE,0.061250419,8.513808212,7.738760649,10.4147157,11.45776385,7.58552469,0,1.517893475,0,80.48186614,88.54223615
